id,name,Abbreviation,EC Number,SUBSYSTEM,Description,Equation,Lower Bound,Upper Bound,μmol/min/gDW,Recon2,Recon2 Formula,KEGG,Gene symbol,Ensembl,HGNC,Gene Name,RNAseq Expression (FPKM),Immunohistochemisty,In list?,Score
R_UPPDC1,uroporphyrinogen decarboxylase,UPPDC1,4.1.1.37,Haem Synthesis,Uroporphyrinogen III --> Coproporphyrinogen III + 4 CO2,4.0 M_h_c + M_uppg3_c --> 4.0 M_co2_c + M_cpppg3_c,0.0,1000.0,0.0,UPPDC1,4.0 h[c] + uppg3[c] -> 4.0 co2[c] + cpppg3[c],R03197,UROD,ENSG00000126088,HGNC:12591,uroporphyrinogen decarboxylase,Medium,Not detected,False,1.2625
R_CPPPGO,coproporphyrinogen oxidase,CPPPGO,1.3.3.3,Haem Synthesis,Coproporphyrinogen III + Oxygen --> Protoporphyrinogen IX + 2 CO2 + 2 H2O,M_o2_c + 2.0 M_h_c + M_cpppg3_c --> 2.0 M_h2o_c + 2.0 M_co2_c + M_pppg9_c,0.0,1000.0,0.0,CPPPGO,o2[c] + 2.0 h[c] + cpppg3[c] -> 2.0 h2o[c] + 2.0 co2[c] + pppg9[c],R03220,CPOX,ENSG00000080819,HGNC:2321,coproporphyrinogen oxidase,Low,Low,True,13.3434
R_PPPGOmB_MitoCore,protoporphyrinogen oxidase,PPPGOmB_MitoCore,1.3.3.4,Haem Synthesis,Protoporphyrinogen IX + 3 Oxygen --> Protoporphyrin + 3 Hydrogen peroxide,3.0 M_o2_m + 2.0 M_pppg9_c --> 6.0 M_h2o_m + 2.0 M_ppp9_m,0.0,1000.0,0.0,PPPGOm,3.0 o2[m] + 2.0 pppg9[m] -> 6.0 h2o[m] + 2.0 ppp9[m],R03222,PPOX,ENSG00000143224,HGNC:9280,protoporphyrinogen oxidase,Low,Not detected,True,13.5423
R_FCLTm,ferrochelatase,FCLTm,4.99.1.1,Haem Synthesis,Protoporphyrin + Fe2+ --> Heme + 2 H+,M_fe2_m + M_ppp9_m --> 2.0 M_h_m + M_pheme_m,0.0,1000.0,0.0,FCLTm,fe2[m] + ppp9[m] -> 2.0 h[m] + pheme[m],R00310,FECH,ENSG00000066926,HGNC:3647,ferrochelatase,Medium,Medium,True,30.2083
R_PHEMEtm,heme transporter,PHEMEtm,,Haem Synthesis,Heme transport out of mitochondrion,M_pheme_m + 1.64 M_PMF_c + M_atp_m --> M_pheme_c + 1.64 M_PMF_m + M_pi_m + M_adp_m + M_h_m,0.0,1000.0,0.0,PHEMEtm,pheme[m] --> pheme[c],,Unknown,Unknown,Unknown,Unknown,,,,
R_HOXG,heme oxygenase 1 or 2,HOXG,1.14.99.3,Haem Degradation,Heme + 3 NADPH + 3 Oxygen --> Globin + Biliverdin + CO + Fe2+ + 3 NADP + 3 H2O,3.0 M_o2_c + 5.0 M_h_c + 3.0 M_nadph_c + M_pheme_c --> 3.0 M_h2o_c + 3.0 M_nadp_c + M_biliverd_c + M_co_c + M_fe2_c,0.0,1000.0,0.0,HOXG,3.0 o2[c] + 5.0 h[c] + 3.0 nadph[c] + pheme[c] -> 3.0 h2o[c] + 3.0 nadp[c] + biliverd[c] + co[c] + fe2[c],R00311,HMOX1 or HMOX2,ENSG00000100292 or ENSG00000103415,HGNC:5013 or HGNC:5014,heme oxygenase 1 or 2,Low or Medium,Not detected or Low,,
R_BILIRED,biliverdin reductase B,BILIRED,1.3.1.24,Haem Degradation,Biliverdin + NADPH + H+ --> Bilirubin + NADP+,M_h_c + M_nadph_c + M_biliverd_c --> M_nadp_c + M_bilirub_c,0.0,1000.0,0.0,BILIRED,h[c] + nadph[c] + biliverd[c] -> nadp[c] + bilirub[c],R02393,BLVRB,ENSG00000090013,HGNC:1063,biliverdin reductase B,Medium,Medium,False,-2.7787
R_BILIRED2_MitoCore,biliverdin reductase A,BILIRED2_MitoCore,1.3.1.24,Haem Degradation,Biliverdin + NADH + H+ --> Bilirubin + NAD+,M_h_c + M_nadh_c + M_biliverd_c --> M_nad_c + M_bilirub_c,0.0,1000.0,0.0,,,R02391,BLVRA,ENSG00000106605,HGNC:1062,biliverdin reductase A,Medium,Medium,False,-9.2075
R_PCHOLPm_hs,choline phosphatase,PCHOLPm_hs,3.1.4.4,Cardiolipin synthesis,Phosphatidylcholine + H2O --> Phosphatidate + Choline,M_h2o_m + M_pchol_hs_m --> M_h_m + M_chol_m + M_pa_hs_m,0.0,1000.0,0.0,PCHOLPm_hs,h2o[m] + pchol_hs[m] -> h[m] + chol[m] + pa_hs[m],R01310,PLD3,ENSG00000105223,HGNC:9067,"phospholipase D1, phosphatidylcholine-specific",Medium,Low,False,-3.8147
R_GLYK,,GLYK,2.7.1.30,Cardiolipin synthesis,ATP + Glycerol --> ADP + sn-Glycerol 3-phosphate,M_atp_c + M_glyc_c --> M_h_c + M_adp_c + M_glyc3p_c,0.0,1000.0,0.01,GLYK,atp[c] + glyc[c] -> h[c] + adp[c] + glyc3p[c],R00847,GK,ENSG00000198814,HGNC:4289,glycerol kinase,Low,Low,True,18.158
R_GLYC3Ptm,,GLYC3Ptm,,Cardiolipin synthesis,Glycerol 3-phosphate transport - diffusion,M_glyc3p_c + 1.64 M_PMF_m --> M_glyc3p_m + 1.64 M_PMF_c,0.0,1000.0,0.0,GLYC3Ptm,glyc3p[c] -> glyc3p[m],,,,,,,,,
R_GPAMm_hsB_MitoCore,glycerol-3-phosphate 1-O-acyltransferase,GPAMm_hsB_MitoCore,2.3.1.15,Cardiolipin synthesis,sn-Glycerol 3-phosphate + Acyl-CoA --> 1-Acyl-sn-glycerol 3-phosphate + CoA,M_pmtcoa_m + M_glyc3p_m --> M_coa_m + M_alpa_hs_m,0.0,1000.0,0.0,GPAMm_hs,Rtotalcoa[m] + glyc3p[m] -> coa[m] + alpa_hs[m],R00851,GPAT2,ENSG00000186281,HGNC:27168,"glycerol-3-phosphate acyltransferase 2, mitochondrial",Low,Medium,True,2.7219
R_AGPAT1B_MitoCore,1-acylglycerol-3-phosphate O-acyltransferase,AGPAT1B_MitoCore,2.3.1.51,Cardiolipin synthesis,1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA --> Phosphatidate + CoA,M_pmtcoa_m + M_alpa_hs_m --> M_coa_m + M_pa_hs_m,0.0,1000.0,0.0,,,R02241,AGPAT5,ENSG00000155189,HGNC:20886,1-acylglycerol-3-phosphate O-acyltransferase 5,Low,Not detected,True,5.9986
R_CDSm,phosphatidate cytidylyltransferase,CDSm,2.7.7.41,Cardiolipin synthesis,CTP + Phosphatidate --> Diphosphate + CDP-diacylglycerol,M_h_m + M_pa_hs_m + M_ctp_m --> M_ppi_m + M_cdpdag_hs_m,-1000.0,1000.0,0.0,CDSm,h[m] + pa_hs[m] + ctp[m] -> ppi[m] + cdpdag_hs[m],R01799,TAMM41,ENSG00000144559,HGNC:25187,"TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)",Low,Not detected,True,18.7491
R_PGPPTm,CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase,PGPPTm,2.7.8.5,Cardiolipin synthesis,CDP-diacylglycerol + sn-Glycerol 3-phosphate --> CMP + Phosphatidylglycerophosphate,M_cdpdag_hs_m + M_glyc3p_m --> M_h_m + M_cmp_m + M_pgp_hs_m,0.0,1000.0,0.0,,,R01801,PGS1,ENSG00000087157,HGNC:30029,phosphatidylglycerophosphate synthase 1,Low,High,True,8.591
R_PGPP_hsm_MitoCore,phosphatidylglycerophosphatase,PGPP_hsm_MitoCore,3.1.3.27,Cardiolipin synthesis,Phosphatidylglycerophosphate + H2O --> Phosphatidylglycerol + Orthophosphate,M_h2o_m + M_pgp_hs_m --> M_pi_m + M_pglyc_hs_m,0.0,1000.0,0.0,,,R02029,PTPMT1,ENSG00000110536,HGNC:26965,"protein tyrosine phosphatase, mitochondrial 1",Low,High,True,7.3937
R_CLS_hsm_MitoCore,cardiolipin synthase,CLS_hsm_MitoCore,2.7.8.41,Cardiolipin synthesis,Phosphatidylglycerol + CDP-diacylglycerol --> Cardiolipin + CMP,M_cdpdag_hs_m + M_pglyc_hs_m --> M_h_m + M_cmp_m + M_clpn_hs_m,0.0,1000.0,0.0,,,R02030,CRLS1,ENSG00000088766,HGNC:16148,cardiolipin synthase 1,Medium,ND,True,11.7412
R_CLPN_MitoCore,cardiolipin synthase,CLPN_MitoCore,2.7.8.-,Cardiolipin synthesis,2 Phosphatidylglycerol --> Cardiolipin + Glycerol,2.0 M_pglyc_hs_m --> M_clpn_hs_m + M_glyc_m,-1000.0,1000.0,0.0,,,R07390,CRLS1,ENSG00000088766,HGNC:16148,cardiolipin synthase 1,Medium,ND,True,11.7412
R_CYTK1m,UMP/CMP kinase,CYTK1m,2.7.4.14,Cardiolipin synthesis,ATP + CMP --> ADP + CDP,M_atp_m + M_cmp_m --> M_adp_m + M_cdp_m,-1000.0,1000.0,0.0,CYTK1m,atp[m] + cmp[m] --> adp[m] + cdp[m],R00512,CMPK2,ENSG00000134326,HGNC:27015,"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial",Low,Low,True,4.9286
R_NDPK3m,nucleoside-diphosphate kinase,NDPK3m,2.7.4.6,Cardiolipin synthesis,ATP + CDP --> ADP + CTP,M_atp_m + M_cdp_m --> M_adp_m + M_ctp_m,-1000.0,1000.0,0.0,NDPK3m,atp[m] + cdp[m] --> adp[m] + ctp[m],R00570,NME4,ENSG00000103202,HGNC:7852,NME/NM23 nucleoside diphosphate kinase 4,Medium,Medium,True,9.3094
R_SPODMm,superoxide dismutase,SPODMm,1.15.1.1,ROS defense,2 O2.- + 2 H+ --> H2O2 + Oxygen,2.0 M_h_m + 2.0 M_o2s_m --> M_o2_m + M_h2o2_m,0.0,1000.0,0.0294,SPODMm,2.0 h[m] + 2.0 o2s[m] -> o2[m] + h2o2[m],R00275,SOD1 or SOD2,ENSG00000142168 or ENSG00000112096,HGNC:11179 or HGNC:11180,superoxide dismutase,High or High,Low or Medium,True,28.1817
R_GTHP,glutathione peroxidase,GTHP,1.11.1.9,ROS defense,H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O,M_h2o2_c + 2.0 M_gthrd_c --> 2.0 M_h2o_c + M_gthox_c,0.0,1000.0,0.0,GTHP,h2o2[c] + 2.0 gthrd[c] -> 2.0 h2o[c] + gthox[c],R00274,GPX2,ENSG00000176153,HGNC:4554,glutathione peroxidase 2,Not detected,Medium,False,0.7262
R_GTHPm,glutathione peroxidase,GTHPm,1.11.1.9,ROS defense,H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O,M_h2o2_m + 2.0 M_gthrd_m --> 2.0 M_h2o_m + M_gthox_m,0.0,1000.0,0.0294,GTHPm,h2o2[m] + 2.0 gthrd[m] -> 2.0 h2o[m] + gthox[m],R00274,GPX1,ENSG00000233276,HGNC:4553,glutathione peroxidase 1,Medium,Low,True,11.5396
R_GTHO,glutathione-disulfide reductase,GTHO,1.8.1.7,ROS defense,Glutathione disulfide + NADPH + H+ --> 2 Glutathione + NADP+,M_h_c + M_nadph_c + M_gthox_c --> M_nadp_c + 2.0 M_gthrd_c,0.0,1000.0,0.0,GTHO,h[c] + nadph[c] + gthox[c] -> nadp[c] + 2.0 gthrd[c],R00115,GSR,ENSG00000104687,HGNC:4623,glutathione reductase,Medium,Not detected,True,15.3163
R_GTHOm,glutathione-disulfide reductase,GTHOm,1.8.1.7,ROS defense,Glutathione disulfide + NADPH + H+ --> 2 Glutathione + NADP+,M_h_m + M_nadph_m + M_gthox_m --> M_nadp_m + 2.0 M_gthrd_m,0.0,1000.0,0.0294,GTHOm,h[m] + nadph[m] + gthox[m] -> nadp[m] + 2.0 gthrd[m],R00115,GSR,ENSG00000104687,HGNC:4623,glutathione reductase,Medium,Not detected,True,15.3163
R_CITtamB,Citrate carrier - citrate for malate,CITtamB,,Mitochondrial transporters - characterised,Citrate Carrier (CIC) - Citrate for Malate,M_cit_c + M_mal_L_m + M_h_m + M_PMF_m --> M_cit_m + M_mal_L_c + M_h_c + M_PMF_c,-1000.0,0.0,0.0,CITtam,cit[c] + mal_L[m] --> cit[m] + mal_L[c],,SLC25A1 ,ENSG00000100075,HGNC:10979,"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1",Low,High,True,26.2493
R_r0913,Citrate carrier - malate for isocitrate,r0913,,Mitochondrial transporters - characterised,Citrate Carrier (CIC) - Isocitrate for Malate,M_icit_m + M_mal_L_c + M_h_c + M_PMF_c --> M_icit_c + M_mal_L_m + M_h_m + M_PMF_m,0.0,1000.0,0.0,r0913,icit[m] + mal_L[c] --> icit[c] + mal_L[m],,SLC25A1 ,ENSG00000100075,HGNC:10979,"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1",Low,High,True,26.2493
R_CITtbm,Citrate carrier - citrate for PEP,CITtbm,,Mitochondrial transporters - characterised,Citrate Carrier (CIC) - Citrate for PEP,M_pep_c + M_cit_m + M_h_m + M_PMF_m --> M_pep_m + M_cit_c + M_h_c + M_PMF_c,-1000.0,0.0,-0.096,CITtbm,cit[m] + pep[c] --> cit[c] + pep[m],,SLC25A1 ,ENSG00000100075,HGNC:10979,"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1",Low,High,True,26.2493
R_r0917,Citrate carrier - isocitrate for citrate,r0917,,Mitochondrial transporters - characterised,Citrate Carrier (CIC) - Citrate for Isocitrate,M_cit_c + M_icit_m + M_h_c + M_PMF_c --> M_cit_m + M_icit_c + M_h_m + M_PMF_m,0.0,1000.0,0.0,r0917,cit[c] + icit[m] --> cit[m] + icit[c],,SLC25A1 ,ENSG00000100075,HGNC:10979,"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1",Low,High,True,26.2493
R_r0917b_MitoCore,Citrate carrier - isocitrate for citrate,r0917b_MitoCore,,Mitochondrial transporters - characterised,Citrate Carrier (CIC) - Citrate for Isocitrate,M_cit_c + M_icit_m + M_h_m + M_PMF_m  --> M_cit_m + M_icit_c + M_h_c + M_PMF_c,-1000.0,0.0,0.0,r0917,cit[c] + icit[m] --> cit[m] + icit[c],,SLC25A1 ,ENSG00000100075,HGNC:10979,"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1",Low,High,True,26.2493
R_PIt2mB_MitoCore,Phosphate carrier - Phosphate and H+ together,PIt2mB_MitoCore,,Mitochondrial transporters - characterised,Phosphate carrier (PIC) - Symport phosphate and H+ together,M_h_c + 0.18 M_PMF_c + M_pi_c --> M_h_m + 0.18 M_PMF_m + M_pi_m,-1000.0,1000.0,99.9167,PIt2m,h[c] + pi[c] -> h[m] + pi[m],,SLC25A3,ENSG00000075415,HGNC:10989,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3",High,ND,True,26.2493
R_ATPtmB_MitoCore,ADP/ATP carrier - ADP for ATP,ATPtmB_MitoCore,,Mitochondrial transporters - characterised,ADP/ATP carrier - antiport ATP for ADP,M_atp_m + M_adp_c + 0.82 M_PMF_c --> M_atp_c + M_adp_m + 0.82 M_PMF_m,-1000.0,1000.0,99.9257,ATPtm,atp[m] + adp[c] -> atp[c] + adp[m],,SLC25A4 or SLC25A5 or SLC25A6,ENSG00000151729 or ENSG00000005022 or ENSG00000169100,HGNC:10990 or HGNC:10991 or HGNC:10992,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4, 5 and 6",High or High or High,ND or Not detected or Not detected,"TRUE, TRUE, TRUE","30.384, 22.6723, 3.172"
R_HtmB_MitoCore,UCP carrier - H+,HtmB_MitoCore,,Mitochondrial transporters - characterised,UCP uncoupling protein - Proton Cyto to Proton Mito,M_h_c + M_PMF_c --> M_h_m + M_PMF_m,0.0,1000.0,0.0,Htm,h[c] -> h[m],,UCP2,ENSG00000175567 or ENSG00000175564,HGNC:12518 or HGNC:12519,uncoupling protein 2 and 3,Low,High,"TRUE, TRUE","5.9313, 11.3472"
R_MALtm,Dicarboxylate carrier - malate for phosphate,MALtm,,Mitochondrial transporters - characterised,Dicarboxylate carrier (DIC) - antiport malate for phosphate,M_pi_m + M_mal_L_c --> M_pi_c + M_mal_L_m,-1000.0,1000.0,-0.1047,MALtm,pi[m] + mal_L[c] --> pi[c] + mal_L[m],,SLC25A10,ENSG00000183048,HGNC:10980,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",Low,Medium,True,21.9806
R_MALSO3tm,Dicarboxylate carrier - malate for sulfite,MALSO3tm,,Mitochondrial transporters - characterised,Dicarboxylate carrier (DIC) - antiport malate for sulfite,M_so3_m + M_mal_L_c --> M_so3_c + M_mal_L_m,-1000.0,1000.0,-0.0007,MALSO3tm,so3[m] + mal_L[c] --> so3[c] + mal_L[m],,SLC25A10,ENSG00000183048,HGNC:10980,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",Low,Medium,True,21.9806
R_MALTSULtm,Dicarboxylate carrier - malate for thiosulfate,MALTSULtm,,Mitochondrial transporters - characterised,Dicarboxylate carrier (DIC) - antiport malate for thiosulfate,M_mal_L_c + M_tsul_m --> M_mal_L_m + M_tsul_c,-1000.0,1000.0,0.0003,MALTSULtm,mal_L[c] + tsul[m] --> mal_L[m] + tsul[c],,SLC25A10,ENSG00000183048,HGNC:10980,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",Low,Medium,True,21.9806
R_MALSO4tm,Dicarboxylate carrier - malate for sulfate,MALSO4tm,,Mitochondrial transporters - characterised,Dicarboxylate carrier (DIC) - antiport malate for sulfate,M_mal_L_c + M_so4_m --> M_mal_L_m + M_so4_c,-1000.0,1000.0,0.0,MALSO4tm,mal_L[c] + so4[m] --> mal_L[m] + so4[c],,SLC25A10,ENSG00000183048,HGNC:10980,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",Low,Medium,True,21.9806
R_SUCCt2m,Dicarboxylate carrier - succinate for phosphate,SUCCt2m,,Mitochondrial transporters - characterised,Dicarboxylate carrier (DIC) - antiport succinate for phosphate,M_pi_m + M_succ_c --> M_pi_c + M_succ_m,-1000.0,1000.0,-0.0003,SUCCt2m,pi[m] + succ[c] --> pi[c] + succ[m],,SLC25A10,ENSG00000183048,HGNC:10980,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",Low,Medium,True,21.9806
R_r0830,Dicarboxylate carrier - succinate for sulfite,r0830,,Mitochondrial transporters - characterised,Dicarboxylate carrier (DIC) - antiport succinate for sulfite,M_so3_m + M_succ_c --> M_so3_c + M_succ_m,-1000.0,1000.0,-0.0003,r0830,so3[m] + succ[c] --> so3[c] + succ[m],,SLC25A10,ENSG00000183048,HGNC:10980,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",Low,Medium,True,21.9806
R_r0830B_MitoCore,Dicarboxylate carrier - succinate for thiosulfate,r0830B_MitoCore,,Mitochondrial transporters - characterised,Dicarboxylate carrier (DIC) - antiport succinate for thiosulfate,M_succ_c + M_tsul_m --> M_succ_m + M_tsul_c,-1000.0,1000.0,0.0007,,,,SLC25A10,ENSG00000183048,HGNC:10980,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",Low,Medium,True,21.9806
R_r0829,Dicarboxylate carrier - succinate for sulfate,r0829,,Mitochondrial transporters - characterised,Dicarboxylate carrier (DIC) - antiport succinate for sulfate,M_so4_m + M_succ_c --> M_so4_c + M_succ_m,-1000.0,1000.0,0.0,r0829,so4[m] + succ[c] --> so4[c] + succ[m],,SLC25A10,ENSG00000183048,HGNC:10980,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",Low,Medium,True,21.9806
R_SUCCt3m_MitoCore,,SUCCt3m_MitoCore,,Mitochondrial transporters - characterised,Dicarboxylate carrier (DIC) - antiport succinate for malate,M_succ_c + M_mal_L_m --> M_succ_m + M_mal_L_c,-1000.0,1000.0,0.0,,,,SLC25A10,ENSG00000183048,HGNC:10980,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",Low,Medium,True,21.9806
R_COAtmB_MitoCore,Graves' Disease carrier (GDC) - CoA transport,COAtmB_MitoCore,,Mitochondrial transporters - characterised,CoA carrier (CoAPC) - antiport CoA for AMP,M_coa_c + M_amp_m + 1.64 M_PMF_m --> M_coa_m + M_amp_c + 1.64 M_PMF_c,0.0,0.0,0.0,COAtm,coa[c] --> coa[m],,SLC25A42,ENSG00000181035,HGNC:28380,"solute carrier family 25, member 42",Low,Medium,True,26.1091
R_COAtmC_MitoCore,Graves' Disease carrier (GDC) - CoA transport,COAtmC_MitoCore,,Mitochondrial transporters - characterised,CoA carrier (CoAPC) - antiport CoA for ADP,M_coa_c + M_adp_m + 0.82 M_PMF_m --> M_coa_m + M_adp_c + 0.82 M_PMF_c,0.0,0.0,0.0,COAtm,coa[c] --> coa[m],,SLC25A42,ENSG00000181035,HGNC:28380,"solute carrier family 25, member 42",Low,Medium,True,26.1091
R_GLUt2mB_MitoCore,Glutamate carrier (GDC) - Glutamate transport,GLUt2mB_MitoCore,,Mitochondrial transporters - characterised,Glutamate Carrier (GC2) - Symport L-glutamate with proton together,M_h_c + 0.18 M_PMF_c + M_glu_L_c --> M_h_m + 0.18 M_PMF_m + M_glu_L_m,0.0,1000.0,0.183,GLUt2m,h[c] + glu_L[c] --> h[m] + glu_L[m],,SLC25A18,ENSG00000182902,HGNC:10988,"solute carrier family 25 (glutamate carrier), member 18",Not detected,ND,True,17.5999
R_ORNt4mB_MitoCore,Ornithine carrier (ORC1) - ornithine for citrulline,ORNt4mB_MitoCore,,Mitochondrial transporters - characterised,Ornithine carrier (ORC1) - antiport ornithine for citrulline,M_orn_c + M_citr_L_m + 0.82 M_PMF_c + --> M_orn_m + M_citr_L_c + 0.82 M_PMF_m,-1000.0,1000.0,0.0,ORNt4m,h[c] + orn[m] + citr_L[c] --> h[m] + orn[c] + citr_L[m],,SLC25A15,ENSG00000102743,HGNC:10985,solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15,Low,Medium,True,20.4855
R_r2398B_MitoCore,Ornithine carrier (ORC1) - lysine for citrulline,r2398B_MitoCore,,Mitochondrial transporters - characterised,Ornithine carrier (ORC1) - antiport lysine for citrulline,M_lys_L_c + M_citr_L_m + 0.82 M_PMF_c --> M_lys_L_m + M_citr_L_c + 0.82 M_PMF_m,-1000.0,1000.0,0.0,r2398,h[c] + lys_L[m] + citr_L[c] -> h[m] + lys_L[c] + citr_L[m],,SLC25A15,ENSG00000102743,HGNC:10985,solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15,Low,Medium,True,20.4855
R_r2402B_MitoCore,Ornithine carrier (ORC1) - arginine for citrulline,r2402B_MitoCore,,Mitochondrial transporters - characterised,Ornithine carrier (ORC1) - arginine for citrulline,M_arg_L_c + M_citr_L_m + 0.82 M_PMF_c --> M_arg_L_m + M_citr_L_c + 0.82 M_PMF_m,-1000.0,1000.0,0.0,r2402,h[c] + arg_L[m] + citr_L[c] -> h[m] + arg_L[c] + citr_L[m],,SLC25A15,ENSG00000102743,HGNC:10985,solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15,Low,Medium,True,20.4855
R_LYStmB_MitoCore,Ornithine carrier (ORC1) - lysine,LYStmB_MitoCore,,Mitochondrial transporters - characterised,Basic amino acid carrier (hBAC) - lysine,M_lys_L_c + 0.82 M_PMF_c --> M_lys_L_m + 0.82 M_PMF_m,-1000.0,1000.0,0.03,LYStm,h[m] + lys_L[c] --> h[c] + lys_L[m],,SLC25A29,ENSG00000197119,HGNC:20116,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29",,,True,16.6691
R_ORNt3mB_MitoCore,Ornithine carrier (ORC1) - ornithine,ORNt3mB_MitoCore,,Mitochondrial transporters - characterised,Basic amino acid carrier (hBAC) - ornithine,M_orn_m + 0.82 M_PMF_m --> M_orn_c + 0.82 M_PMF_c,-1000.0,1000.0,-0.0035,ORNt3m,h[c] + orn[m] --> h[m] + orn[c],,SLC25A29,ENSG00000197119,HGNC:20116,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29",,,True,16.6691
R_ARGtmB_MitoCore,Ornithine carrier (ORC1) - arginine,ARGtmB_MitoCore,,Mitochondrial transporters - characterised,Basic amino acid carrier (hBAC) - arginine,M_arg_L_c + 0.82 M_PMF_c --> M_arg_L_m + 0.82 M_PMF_m,-1000.0,1000.0,0.0035,ARGtm,h[m] + arg_L[c] --> h[c] + arg_L[m],,SLC25A29,ENSG00000197119,HGNC:20116,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29",,,True,16.6691
R_r1427,Amino acid transporter - L-Histidine,r1427,,Mitochondrial transporters - characterised,Basic amino acid carrier (hBAC) - L-histidine,M_his_L_c --> M_his_L_m,-1000.0,1000.0,0.0,r1427,h[c] + his_L[c] -> h[m] + his_L[m],,SLC25A29,ENSG00000197119,HGNC:20116,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29",,,True,16.6691
R_PYRt2m,Pyruvate Carrier,PYRt2m,,Mitochondrial transporters - characterised,Pyruvate Carrier - pyruvate transport via proton symport,M_h_c + 0.18 M_PMF_c + M_pyr_c --> M_h_m + M_pyr_m + 0.18 M_PMF_m,0.0,1000.0,2.49,PYRt2m,h[c] + pyr[c] --> h[m] + pyr[m],,MPC1 and MPC2,ENSG00000060762 and ENSG00000143158,HGNC:21606 and HGNC:24515,mitochondrial pyruvate carrier 1 and 2,High and High,High and Medium,"TRUE, TRUE","17.5999, 37.3563"
R_ACACt2mB_MitoCore,Acetoacetate mitochondrial transport via H+ symport,ACACt2mB_MitoCore,,Mitochondrial transporters - characterised,Pyruvate Carrier - Acetoacetate transport via proton symport,M_h_c + M_acac_c + 0.18 M_PMF_m --> M_h_m + M_acac_m + 0.18 M_PMF_c,-1000.0,1000.0,0.114,ACACt2m,h[c] + acac[c] --> h[m] + acac[m],,MPC1 and MPC2,ENSG00000060762 and ENSG00000143158,HGNC:21606 and HGNC:24515,mitochondrial pyruvate carrier 1 and 2,,,,
R_FE2tm,MitoFerrin carrier,FE2tm,,Mitochondrial transporters - characterised,MitoFerrin carrier,1.64 M_PMF_c + M_fe2_c --> 1.64 M_PMF_m + M_fe2_m,-1000.0,1000.0,0.0,FE2tm,h[c] + fe2[c] -> h[m] + fe2[m],,SLC25A37 or SLC25A28,ENSG00000147454 or ENSG00000155287,HGNC:29786 HGNC:23472,"solute carrier family 25 (mitochondrial iron transporter), member 37 or 28","Low, Medium","High, N/A","TRUE, TRUE","5.9313, 5.9313"
R_ASNtm,Amino acid transporter - L-Asparagine,ASNtm,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Asparagine,M_asn_L_c --> M_asn_L_m,-1000.0,1000.0,0.0,ASNtm,asn_L[c] -> asn_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_r1437,Amino acid transporter - L-Cysteine,r1437,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Cysteine,M_cys_L_c --> M_cys_L_m,-1000.0,1000.0,0.001,r1437,cys_L[c] -> cys_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_GLNtm,Amino acid transporter - L-Glutamine,GLNtm,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Glutamine,M_gln_L_c --> M_gln_L_m,-1000.0,1000.0,0.0,GLNtm,gln_L[c] -> gln_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_PROtm,Amino acid transporter - L-Proline,PROtm,,Mitochondrial transporters - uncharacterised,Unknown amino acid carrier - L-Proline,M_pro_L_c --> M_pro_L_m,-1000.0,1000.0,0.004,PROtm,pro_L[c] -> pro_L[m],,Unknown,Unknown,Unknown,Unknown,,,,
